,Unnamed: 0,e1,e2,sim,Predicted,Analyzed,_merge
891,891,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Jag_Silon,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Jag_Silon_(G.V.B.D.M_Rewards),,,,left_only
892,892,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Donsull,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Sergeant_Donsull,,,,left_only
894,894,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Alana_Walden,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Speak_with_Major_Walden,,,,left_only
895,895,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Necklace/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Necklace,,,,left_only
896,896,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/DE-10_blaster_pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/DE-10_Pistol,,,,left_only
897,897,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Magseal_detector,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Warmly_Glowing_Magseal_Detector,,,,left_only
899,899,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Darth_Vader_(statuette),http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Darth_Vader_Statuette,,,,left_only
902,902,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Barn_Sinkko,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Lt._Barn_Sinkko,,,,left_only
903,903,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/DH-17_carbine,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/DH17_Carbine,,,,left_only
905,905,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Proton_carbine,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Proton_Carbine,,,,left_only
906,906,http://dbkwik.webdatacommons.org/starwars.wikia.com/class/game,http://dbkwik.webdatacommons.org/swg.wikia.com/class/game,,,,left_only
911,911,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/CDEF_rifle,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/CDEF_Rifle,,,,left_only
912,912,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Bioengineering/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Bio-Engineer,,,,left_only
914,914,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Hermit_spider,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Hermit_Spider,,,,left_only
920,920,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Might_of_the_Empire,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Painting_Might_of_the_Empire,,,,left_only
922,922,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Collector/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Collection,,,,left_only
924,924,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/TK-577,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/TK-577_(Deserter),,,,left_only
927,927,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Akal_Colzet,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Lt._Akal_Colzet,,,,left_only
928,928,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Luilris_mushroom_pie,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Luilris_Mushrooms,,,,left_only
929,929,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Caleb_Knolar,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Major_Caleb_Knolar,,,,left_only
930,930,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Electric_polearm,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Electric_Polearm,,,,left_only
932,932,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Jespral_Farandan,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Farandan%27s_datadisk,,,,left_only
933,933,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Bola_carbine,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Special_Ops_Bola_Carbine,,,,left_only
938,938,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Rryatt_Ceremonial_Guard,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Rryatt_ceremonial_guard,,,,left_only
943,943,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Corellian_fried_ice_cream_fryer,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Corellian_Fried_Ice_Cream_Fryer_(Schematic),,,,left_only
950,950,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Zucca_boar,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Zucca_Boar,,,,left_only
956,956,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Azure_Cabal,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/The_Azure_Cabal,,,,left_only
959,959,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Ceremonial_pipe,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Wookiee_Ceremonial_Pipe,,,,left_only
965,965,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Calypso,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Calypso_(Music),,,,left_only
966,966,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Toff_Henrou,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Go_to_Toff_Henrou,,,,left_only
969,969,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/RIS_One-Sheet,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/RIS_One-sheet,,,,left_only
971,971,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/The_Star_Wars_Holiday_Special,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Life_Day,,,,left_only
972,972,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Cortyg_brandy,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Cortyg_(Schematic),,,,left_only
976,976,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Nycolai_Kinesworthy,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Doctor_Kinesworthy,,,,left_only
977,977,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Acid_stream_launcher,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Acid_Stream_Launcher,,,,left_only
983,983,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Narl,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Colonel_Narl,,,,left_only
984,984,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Flare-S_swoop,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Flare_S_Swoop,,,,left_only
986,986,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Camp_Epsilon,"http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Forward_Watch,_Epsilon_Camp",,,,left_only
995,995,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Field_surgeon_ring,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Field_Surgeon_Ring,,,,left_only
997,997,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Power_gem,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Rare_Power_Gem,,,,left_only
999,999,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Vagnerian_canapé,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Vagnerian_Canape,,,,left_only
1002,1002,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Blaster_fist,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Blaster_Fist,,,,left_only
1006,1006,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Dire-cat,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Dire_Cat,,,,left_only
1008,1008,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Desert_Demon_Doll,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/A_Demon_Doll,,,,left_only
1010,1010,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Lucky_Despot_Wreckage,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Painting_of_a_Lucky_Despot_Wreckage,,,,left_only
1011,1011,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/color,http://dbkwik.webdatacommons.org/swg.wikia.com/property/color,,,,left_only
1013,1013,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Nial_Declann,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Grand_Admiral_Niall_Declann,,,,left_only
1017,1017,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Benjamin,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Benjamin_(The_Disillusioned_Festival_of_Love_Sage),,,,left_only
1019,1019,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Oppio_Sliveri,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Oppio_Sliveri_(Thief),,,,left_only
1022,1022,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Maximillian_Veers,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Maximilian_Veers,,,,left_only
1028,1028,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Snowtrooper_armor,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Imperial_Snowtrooper_armor,,,,left_only
1029,1029,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/United_in_Our_Cause,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/United_In_Our_Cause,,,,left_only
1032,1032,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Landau,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Commander_Landau,,,,left_only
1034,1034,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Four_Sages_of_Dwartii/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Four_Sages_of_Dwartii_Collection,,,,left_only
1035,1035,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/DH-17_blaster_pistol/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/DH17_Pistol,,,,left_only
1037,1037,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Power_5_heavy_blaster_pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Power5_Pistol,,,,left_only
1039,1039,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/birth,http://dbkwik.webdatacommons.org/swg.wikia.com/property/birth,,,,left_only
1040,1040,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Rot_mite,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Rot_Mite,,,,left_only
1043,1043,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Appleton,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Major_Appleton_(An_Imperial_Investigator),,,,left_only
1047,1047,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/YT-2400_light_freighter/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/YT-2400,,,,left_only
1053,1053,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Darth_Phobos%27s_lightsaber,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Double-Bladed_Darth_Phobos_Lightsaber,,,,left_only
1060,1060,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Imperial_Base_(Naboo),http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Rebel_Theme_Park_Corellia,,,,left_only
1067,1067,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/G1-M4-C_Dunelizard_fighter,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/MandalMotors_G1-M4-C_%22Dunelizard%22_Starfighter,,,,left_only
1072,1072,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Thulough,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Lieutenant_Thulough_(A_Rebel_Intelligence_Officer),,,,left_only
1074,1074,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Burr_El,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Burr_El_(Murderer),,,,left_only
1076,1076,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Huf_dun,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Huf_Dun,,,,left_only
1081,1081,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/DLC-13_mining_droid/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Mustafarian_Panning_Droid,,,,left_only
1087,1087,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Hirael_Chindiaye,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Hirael_Chindiaye_(An_Independent_Investigator),,,,left_only
1093,1093,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Elba_water,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Flask_of_Elba_Water,,,,left_only
1098,1098,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Spitting_Rawl_Technique,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Spitting_Rawl,,,,left_only
1101,1101,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Nurfa_Laz%27op,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Nurfa_Laz’op,,,,left_only
1102,1102,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Preens_B%27oola,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Working_for_the_government,,,,left_only
1103,1103,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Reimos_Taligg,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Find_Reimos,,,,left_only
1105,1105,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Hoth_chocolate,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Decorative_Hoth_Chocolate,,,,left_only
1110,1110,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Rancor,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Rancor,,,,left_only
1111,1111,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Dinge,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Captain_Dinge,,,,left_only
1120,1120,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Light_Bending_Ord_Pedrovia_Podracer,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Light_Bending_Gasgano_Podracer,,,,left_only
